id,FunctionalSize,ValueAdjustmentFactor,ProjectElapsedTime,DevelopmentType,BusinessAreaType,ClientServer,DevelopmentPlatform,LanguageType,FirstOS,MaxTeamSize,NormalisedWorkEffortLevel1,PrimaryProgrammingLanguage,ProjectYear,DevelopmentManagementTechnique
872,189,1.12,28.88,Enhancement,?,?,MF,4GL,Unix,?,1240,.NET,2006,Waterfall
873,88,0.9,2.25,Enhancement,Telecommunications,?,PC,?,Windows,9,4319,C#,2015,Agile
874,58,1.12,8.26,Enhancement,?,?,MF,4GL,Unix,?,1835,.NET,2015,Waterfall
875,231,1,6.23,New_Development,Banking,?,MF,3GL,Mainframe,4,4116,Ruby,2018,RAD
876,122,?,15.8,Enhancement,?,?,MF,3GL,Mainframe,4,948,COBOL,2000,Waterfall
877,78,?,6.72,Enhancement,Telecommunications,?,?,3GL,?,15,3227,Java,2004,RAD
878,250,?,7.08,Enhancement,?,Yes,Multi,4GL,?,?,2055,.NET,2011,Agile
879,56,0.93,4.55,Enhancement,?,?,MF,4GL,Unix,?,133,C++,2002,Agile
880,581,1.12,9.96,New_Development,Telecommunications,?,?,3GL,?,9,4352,Java,2012,RAD
881,202,1,10.9,New_Development,?,?,?,3GL,?,8,13415,Swift,2016,Waterfall
882,14,?,7.01,New_Development,?,No,PC,3GL,Unix,?,480,JavaScript,2017,Waterfall
883,105,?,6.04,Enhancement,?,Yes,Multi,3GL,?,?,610,PHP,2000,Agile
884,2468,1,3.45,New_Development,?,?,?,?,?,?,33760,C#,2021,Agile
885,44,?,10.33,Enhancement,?,Yes,Multi,3GL,?,?,73,JavaScript,2014,Agile
886,4,1.27,4.16,Enhancement,?,Yes,?,3GL,?,?,15,.NET,2022,Agile
887,137,1.06,6.61,Enhancement,Telecommunications,Yes,MR,3GL,Unix,14,2390,.NET,2010,Agile
888,131,1,11.02,Enhancement,?,?,?,?,?,5,498,Python,2019,RAD
889,263,1.08,9.9,Enhancement,Telecommunications,Yes,MR,4GL,Unix,?,4393,.NET,2003,RAD
890,305,1,12.58,New_Development,?,?,?,?,?,5,623,Java,2023,RAD
891,438,1,3.41,Enhancement,?,?,?,3GL,?,6,2142,Go,2016,RAD
892,407,1,6.92,New_Development,Banking,?,MF,3GL,Mainframe,8,9013,.NET,2020,RAD
893,213,1,10.28,New_Development,?,?,?,3GL,?,2,1025,Python,2020,Agile
894,72,1.05,8.01,Enhancement,Telecommunications,?,?,3GL,?,?,451,C#,2004,Agile
895,724,?,10.08,New_Development,?,?,MR,3GL,Unix,?,3092,.NET,2015,Waterfall
896,365,1.04,5.3,New_Development,Telecommunications,Yes,PC,4GL,Unix,4,3322,Ruby,2020,RAD
897,77,1.02,25.39,Enhancement,?,Yes,?,?,?,?,938,C#,2012,Waterfall
898,139,?,10.71,Enhancement,?,?,MF,3GL,?,?,2405,COBOL,2006,RAD
899,238,1,7.36,New_Development,?,?,?,3GL,?,3,1386,C++,2003,Agile
900,353,?,11.56,Enhancement,Telecommunications,?,?,3GL,?,24,9899,.NET,2008,Agile
901,85,?,7.71,New_Development,?,No,PC,4GL,Unix,?,1119,JavaScript,2012,RAD
902,19,?,9.29,Enhancement,?,?,MF,3GL,Mainframe,?,558,.NET,2012,RAD
903,703,1,15.13,Enhancement,?,?,?,3GL,?,8,4186,.NET,2002,RAD
904,786,1,10.47,Enhancement,?,?,?,3GL,?,5,3836,COBOL,2010,RAD
905,119,?,13.04,Enhancement,?,?,MF,3GL,Mainframe,?,2321,JavaScript,2023,RAD
906,328,1,8.1,Enhancement,?,?,?,?,?,3,864,COBOL,2013,RAD
907,53,1,17.32,New_Development,Banking,?,MF,3GL,Mainframe,3,849,Swift,2021,Waterfall
908,194,0.88,4.02,New_Development,Banking,?,MF,3GL,Mainframe,?,2853,.NET,2019,Agile
909,226,0.85,16.28,Enhancement,Telecommunications,?,?,4GL,Mainframe,4,2031,.NET,2021,Waterfall
910,36,0.69,19.72,Enhancement,?,?,?,?,?,?,297,JavaScript,2008,Waterfall
911,118,1,23.53,Enhancement,?,?,?,?,?,4,716,PHP,2002,Waterfall
912,1169,1,17.39,New_Development,?,?,?,?,?,17,4256,C++,2000,RAD
913,93,?,12.96,Enhancement,?,?,MF,3GL,?,?,2382,Java,2009,Waterfall
914,10,?,31.38,Enhancement,?,?,MF,3GL,Mainframe,?,51,C#,2005,Waterfall
915,325,1.03,3.49,Enhancement,?,Yes,?,3GL,?,?,4219,.NET,2019,Agile
916,87,?,10.22,Enhancement,?,No,MF,4GL,Unix,?,619,Java,2005,Agile
917,101,1,26.33,Enhancement,?,?,?,3GL,?,5,889,Java,2009,Waterfall
918,403,1,31.49,Enhancement,?,?,?,?,?,7,901,C#,2006,Waterfall
919,29,?,14.35,Enhancement,?,?,MF,3GL,?,?,512,C++,2004,RAD
920,115,?,11.94,Enhancement,Telecommunications,No,PC,4GL,Mainframe,?,1764,C++,2000,RAD
921,22,?,1.02,Enhancement,?,Yes,Multi,3GL,?,?,813,COBOL,2002,Agile
922,8,?,9.73,Enhancement,?,Yes,?,?,?,?,60,PHP,2003,RAD
923,177,1,1.08,New_Development,Telecommunications,?,?,4GL,?,3,789,JavaScript,2019,Agile
924,80,?,27.4,Enhancement,?,Yes,Multi,3GL,?,?,967,Java,2003,Waterfall
925,162,0.65,16.78,Enhancement,Banking,?,MF,4GL,Windows,?,774,Ruby,2017,Waterfall
926,24,1.17,4.97,Enhancement,?,Yes,?,3GL,?,?,59,.NET,2021,Agile
927,228,1.06,15.16,New_Development,?,Yes,?,3GL,?,?,4067,.NET,2018,RAD
928,1993,1,24.64,Enhancement,?,?,?,?,?,16,648,JavaScript,2020,Waterfall
929,266,1,4.41,Enhancement,?,?,?,?,?,4,238,C#,2017,Agile
930,1247,?,3.43,Enhancement,?,?,PC,3GL,Windows,22.5,12794,Java,2003,RAD
931,729,1.16,4.86,New_Development,Banking,?,MF,3GL,Mainframe,7,16179,COBOL,2004,Agile
932,113,1,10.53,New_Development,?,?,?,3GL,?,2,835,Java,2001,RAD
933,84,?,25.18,Enhancement,?,Yes,Multi,3GL,?,?,1098,Ruby,2022,Waterfall
934,80,?,33.49,Enhancement,?,?,MF,3GL,?,?,684,PHP,2010,Waterfall
935,68,?,10.36,Enhancement,?,Yes,?,?,?,?,200,Java,2012,Waterfall
936,23,?,24.62,Enhancement,?,?,MF,3GL,Mainframe,?,480,Python,2018,Waterfall
937,202,?,14.94,Enhancement,?,Yes,Multi,4GL,?,?,4985,.NET,2006,RAD
938,1417,1,8.15,New_Development,?,?,?,3GL,?,15,20762,C#,2006,RAD
939,81,1.3,7.37,Enhancement,?,?,MF,3GL,Mainframe,?,1214,C++,2004,Agile
940,99,1.09,8.26,Enhancement,?,?,MF,3GL,Unix,?,2815,JavaScript,2022,RAD
941,104,?,11.67,Enhancement,?,?,MF,3GL,Mainframe,?,7677,COBOL,2008,Agile
942,224,1,4.45,New_Development,?,?,?,3GL,?,5,2767,Java,2008,Agile
943,1028,1,4.21,New_Development,?,?,?,?,?,?,819,Swift,2016,RAD
944,146,1,31.54,Enhancement,?,?,?,?,?,2,612,COBOL,2013,Waterfall
945,400,1,7.94,Enhancement,?,?,?,?,?,10,2350,C#,2002,Agile
946,68,?,1.2,Enhancement,?,No,MF,4GL,Unix,?,385,COBOL,2001,Agile
947,31,?,14.61,Enhancement,?,Yes,Multi,4GL,?,?,1106,JavaScript,2008,RAD
948,50,?,1.63,Enhancement,?,Yes,Multi,4GL,?,?,967,.NET,2004,Agile
949,4078,1,17.18,New_Development,?,?,?,4GL,?,41,59878,C#,2017,Waterfall
950,1471,1,12.13,New_Development,Telecommunications,?,?,?,?,22,2704,Ruby,2009,RAD
951,197,1.17,10.82,Enhancement,?,?,?,?,Unix,?,1214,C#,2005,Agile
952,291,1,8.24,New_Development,?,?,?,?,?,3,710,C#,2008,RAD
